c1,c2,c1-c2,h1,h2,H1-h2,Phi,H2 adjusted ,H1-h2 adjusted,
-0.31,0.96,-1.27,7.16,9.76,-2.61,-0.22,7.76,-0.60,
-0.36,1.18,-1.54,7.06,10.23,-3.17,-0.26,8.23,-1.17,
-0.44,1.11,-1.55,6.90,10.08,-3.18,-0.26,8.08,-1.18,
-0.3,1.06,-1.36,7.2,9.97,-2.79824255918026,-0.232838237612727,7.97,-0.77,
-0.62,1.12,-1.74,6.54,10.10,-3.56,-0.29,8.10,-1.56,
-0.61,1.16,-1.77,6.56,10.18,-3.63,-0.30,8.18,-1.62,
-0.5,0.99,-1.49,6.8,9.83,-3.04977857484354,-0.252921104234056,7.83,-1.03,
-0.56,1.18,-1.74,6.66,10.23,-3.57,-0.29,8.23,-1.57,
-0.35,1.06,-1.41,7.08,9.97,-2.90,-0.24,7.97,-0.89,
-0.36,0.76,-1.12,7.06,9.34,-2.29,-0.19,7.34,-0.28,
-0.06,0.77,-0.83,7.65,9.36,-1.71,-0.14,7.36,0.29,
-0.18,0.68,-0.86,7.42,9.17,-1.76,-0.15,7.17,0.25,
-0.11,0.57,-0.68,7.55,8.94,-1.39,-0.12,6.94,0.61,
-0.07,0.56,-0.63,7.63,8.92,-1.29,-0.11,6.92,0.71,
0,0.51,-0.51,7.77429654759529,8.81,-1.03995603515824,-0.0879047448721949,6.81,0.96429654759529,
0.14,0.58,-0.44,8.05,8.96,-0.91,-0.08,6.96,1.09,
0.09,0.51,-0.42,7.95,8.81,-0.86,-0.07,6.81,1.14,
0.14,0.43,-0.29,8.05,8.65,-0.59,-0.05,6.65,1.40,
0.13,0.5,-0.37,8.03,8.8,-0.75944307722252,-0.0642709405382476,6.8,1.23,
0.09,0.5,-0.41,7.95,8.8,-0.83926746357255,-0.0710047923559466,6.8,1.15,
0.17,0.47,-0.30,8.11,8.73,-0.62,-0.05,6.73,1.38,
0.13,0.53,-0.40,8.03,8.86,-0.82,-0.07,6.86,1.17,
-0.05,0.74,-0.79,7.67,9.30,-1.62,-0.14,7.30,0.37,
-0.02,0.53,-0.55,7.73,8.86,-1.12,-0.09,6.86,0.87,
-0.11,0.72,-0.83,7.55,9.26,-1.70,-0.14,7.26,0.29,
-0.17,0.62,-0.79,7.44,9.05,-1.61,-0.14,7.05,0.39,
-0.26,0.74,-1.00,7.26,9.30,-2.04,-0.17,7.30,-0.04,
-0.22,0.78,-1.00,7.34,9.38,-2.05,-0.17,7.38,-0.04,
-0.33,0.89,-1.22,7.12,9.62,-2.50,-0.21,7.62,-0.50,
-0.41,0.99,-1.40,6.96,9.83,-2.87,-0.24,7.83,-0.87,
-0.33,1.09,-1.42,7.12,10.04,-2.92,-0.24,8.04,-0.92,
-0.47,0.95,-1.42,6.84,9.74,-2.91,-0.24,7.74,-0.90,
-0.59,1.02,-1.61,6.60,9.89,-3.29,-0.27,7.89,-1.29,
-0.59,0.91,-1.50,6.60,9.66,-3.06,-0.25,7.66,-1.06,
-0.55,0.99,-1.54,6.68,9.83,-3.15,-0.26,7.83,-1.15,
-0.61,0.91,-1.52,6.56,9.66,-3.10,-0.26,7.66,-1.10,
-0.46,0.89,-1.35,6.86,9.62,-2.76,-0.23,7.62,-0.76,
-0.58,0.96,-1.54,6.62,9.76,-3.15,-0.26,7.76,-1.14,
-0.56,0.78,-1.34,6.66,9.38,-2.73,-0.23,7.38,-0.72,
-0.29,0.79,-1.08,7.20,9.40,-2.21,-0.19,7.40,-0.20,
-0.45,0.68,-1.13,6.88,9.17,-2.30,-0.19,7.17,-0.29,
-0.27,0.5,-0.77,7.24,8.8,-1.55768694072282,-0.131248502181748,6.8,0.44,
-0.31,0.47,-0.78,7.16,8.73,-1.57,-0.13,6.73,0.43,
-0.1,0.48,-0.58,7.6,8.75,-1.17626589413894,-0.0993553261999875,6.75,0.85,
-0.09,0.59,-0.68,7.59,8.98,-1.39,-0.12,6.98,0.61,
0.08,0.61,-0.53,7.93,9.03,-1.09,-0.09,7.03,0.90,
0.15,0.43,-0.28,8.07,8.65,-0.57,-0.05,6.65,1.42,
0.14,0.29,-0.15,8.05,8.35,-0.30,-0.03,6.35,1.70,
0.2,0.52,-0.32,8.2,8.84,-0.66191780570622,-0.0560360038886601,6.84,1.36,
0.19,0.39,-0.20,8.15,8.56,-0.41,-0.03,6.56,1.59,
0.17,0.43,-0.26,8.11,8.65,-0.53,-0.05,6.65,1.46,
-0.05,0.65,-0.70,7.67,9.11,-1.43,-0.12,7.11,0.56,
0.06,0.63,-0.57,7.89,9.07,-1.17,-0.10,7.07,0.82,
-0.12,0.51,-0.63,7.53,8.81,-1.28,-0.11,6.81,0.72,
-0.22,0.62,-0.84,7.34,9.05,-1.71,-0.14,7.05,0.29,
-0.21,0.64,-0.85,7.36,9.09,-1.73,-0.15,7.09,0.27,
-0.26,0.74,-1.00,7.26,9.30,-2.04,-0.17,7.30,-0.04,
-0.36,0.64,-1.00,7.06,9.09,-2.03,-0.17,7.09,-0.03,
-0.41,0.88,-1.29,6.96,9.59,-2.64,-0.22,7.59,-0.63,
-0.42,0.93,-1.35,6.94,9.70,-2.76,-0.23,7.70,-0.76,
-0.49,0.79,-1.28,6.80,9.40,-2.61,-0.22,7.40,-0.60,
-0.4,0.98,-1.38,7.0,9.81,-2.82913390667035,-0.23531530726265,7.81,-0.81,
-0.52,0.79,-1.31,6.74,9.40,-2.67,-0.22,7.40,-0.66,
-0.43,0.8,-1.23,6.92,9.4,-2.50949555506664,-0.209547195573912,7.4,-0.48,
-0.61,0.82,-1.43,6.56,9.47,-2.91,-0.24,7.47,-0.91,
-0.56,1.09,-1.65,6.66,10.04,-3.38,-0.28,8.04,-1.38,
-0.56,0.91,-1.47,6.66,9.66,-3.00,-0.25,7.66,-1.00,
-0.42,0.81,-1.23,6.94,9.45,-2.51,-0.21,7.45,-0.51,
-0.41,0.87,-1.28,6.96,9.57,-2.62,-0.22,7.57,-0.61,
-0.24,0.73,-0.97,7.30,9.28,-1.98,-0.17,7.28,0.02,
-0.32,0.62,-0.94,7.14,9.05,-1.91,-0.16,7.05,0.09,
-0.42,0.54,-0.96,6.94,8.88,-1.94,-0.16,6.88,0.06,
-0.16,0.68,-0.84,7.45,9.17,-1.72,-0.14,7.17,0.28,
-0.07,0.45,-0.52,7.63,8.69,-1.05,-0.09,6.69,0.94,
-0.05,0.53,-0.58,7.67,8.86,-1.18,-0.10,6.86,0.81,
-0.13,0.51,-0.64,7.51,8.81,-1.30,-0.11,6.81,0.70,
0.22,0.45,-0.23,8.21,8.69,-0.47,-0.04,6.69,1.52,
0.06,0.54,-0.48,7.89,8.88,-0.98,-0.08,6.88,1.01,
0.03,0.46,-0.43,7.83,8.71,-0.87,-0.07,6.71,1.12,
-0.03,0.17,-0.20,7.71,8.10,-0.38,-0.03,6.10,1.61,
-0.06,0.38,-0.44,7.65,8.54,-0.89,-0.07,6.54,1.11,
-0.06,0.41,-0.47,7.65,8.60,-0.95,-0.08,6.60,1.05,
-0.1,0.5,-0.6,7.6,8.8,-1.2,-0.1,6.8,0.8,
-0.05,0.59,-0.64,7.67,8.98,-1.31,-0.11,6.98,0.69,
-0.08,0.49,-0.57,7.61,8.77,-1.16,-0.10,6.77,0.84,
-0.13,0.55,-0.68,7.51,8.90,-1.38,-0.12,6.90,0.61,
-0.35,0.69,-1.04,7.08,9.19,-2.12,-0.18,7.19,-0.11,
-0.31,0.69,-1.00,7.16,9.19,-2.04,-0.17,7.19,-0.03,
-0.37,0.64,-1.01,7.04,9.09,-2.05,-0.17,7.09,-0.05,
-0.48,0.85,-1.33,6.82,9.53,-2.71,-0.23,7.53,-0.71,
-0.47,0.9,-1.37,6.84,9.6,-2.80015696439791,-0.232991832049367,7.6,-0.76,
-0.45,1.01,-1.46,6.88,9.87,-2.99,-0.25,7.87,-0.99,
-0.57,0.88,-1.45,6.64,9.59,-2.96,-0.25,7.59,-0.95,
-0.61,0.91,-1.52,6.56,9.66,-3.10,-0.26,7.66,-1.10,
-0.54,0.99,-1.53,6.70,9.83,-3.13,-0.26,7.83,-1.13,
-0.63,0.71,-1.34,6.52,9.24,-2.72,-0.23,7.24,-0.72,
-0.5,0.7,-1.2,6.8,9.2,-2.4,-0.2,7.2,-0.4,
-0.68,0.65,-1.33,6.42,9.11,-2.69,-0.22,7.11,-0.69,
-0.4,0.79,-1.19,7.0,9.40,-2.428543563006,-0.202974631716604,7.40,-0.4,
-0.25,0.61,-0.86,7.28,9.03,-1.75,-0.15,7.03,0.25,
-0.35,0.66,-1.01,7.08,9.13,-2.05,-0.17,7.13,-0.05,
-0.34,0.53,-0.87,7.10,8.86,-1.76,-0.15,6.86,0.24,
-0.18,0.63,-0.81,7.42,9.07,-1.65,-0.14,7.07,0.35,
-0.22,0.35,-0.57,7.34,8.48,-1.14,-0.10,6.48,0.86,
-0.27,0.63,-0.90,7.24,9.07,-1.83,-0.15,7.07,0.17,
-0.24,0.51,-0.75,7.30,8.81,-1.52,-0.13,6.81,0.49,
-0.12,0.47,-0.59,7.53,8.73,-1.20,-0.10,6.73,0.80,
-0.07,0.53,-0.60,7.63,8.86,-1.22,-0.10,6.86,0.77,
0.01,0.36,-0.35,7.79,8.50,-0.70,-0.06,6.50,1.29,
-0.09,0.54,-0.63,7.59,8.88,-1.28,-0.11,6.88,0.71,
-0.12,0.56,-0.68,7.53,8.92,-1.38,-0.12,6.92,0.61,
-0.06,0.66,-0.72,7.65,9.13,-1.48,-0.12,7.13,0.52,
-0.18,0.56,-0.74,7.42,8.92,-1.50,-0.13,6.92,0.50,
-0.02,0.63,-0.65,7.73,9.07,-1.33,-0.11,7.07,0.66,
-0.19,0.64,-0.83,7.40,9.09,-1.69,-0.14,7.09,0.31,
-0.21,0.66,-0.87,7.36,9.13,-1.78,-0.15,7.13,0.23,
-0.34,0.67,-1.01,7.10,9.15,-2.06,-0.17,7.15,-0.05,
-0.43,0.73,-1.16,6.92,9.28,-2.36,-0.20,7.28,-0.36,
-0.38,0.76,-1.14,7.02,9.34,-2.33,-0.19,7.34,-0.32,
-0.47,0.79,-1.26,6.84,9.40,-2.57,-0.21,7.40,-0.56,
-0.48,0.86,-1.34,6.82,9.55,-2.74,-0.23,7.55,-0.73,
-0.61,0.83,-1.44,6.56,9.49,-2.93,-0.24,7.49,-0.93,
-0.6,0.84,-1.44,6.6,9.51,-2.93308400624677,-0.243628976881396,7.51,-0.91,
-0.62,0.8,-1.42,6.54,9.4,-2.88866139022928,-0.240080299506678,7.4,-0.86,
-0.5,0.86,-1.36,6.8,9.55,-2.77569044496794,-0.231028020703163,7.55,-0.75,
-0.45,0.81,-1.26,6.88,9.45,-2.57,-0.21,7.45,-0.57,
-0.56,0.85,-1.41,6.66,9.53,-2.87,-0.24,7.53,-0.87,
-0.54,0.82,-1.36,6.70,9.47,-2.77,-0.23,7.47,-0.77,
-0.4,0.73,-1.13,7.0,9.28,-2.30204134921726,-0.192668293206591,7.28,-0.28,
-0.31,0.67,-0.98,7.16,9.15,-2.00,-0.17,7.15,0.01,
-0.35,0.78,-1.13,7.08,9.38,-2.31,-0.19,7.38,-0.30,
-0.18,0.56,-0.74,7.42,8.92,-1.50,-0.13,6.92,0.50,
-0.34,0.52,-0.86,7.10,8.84,-1.74,-0.15,6.84,0.26,
-0.45,0.5,-0.95,6.88,8.8,-1.91689667929796,-0.161042090648696,6.8,0.08,
-0.25,0.64,-0.89,7.28,9.09,-1.81,-0.15,7.09,0.19,
-0.18,0.67,-0.85,7.42,9.15,-1.74,-0.15,7.15,0.27,
-0.06,0.48,-0.54,7.65,8.75,-1.10,-0.09,6.75,0.90,
-0.12,0.47,-0.59,7.53,8.73,-1.20,-0.10,6.73,0.80,
-0.16,0.54,-0.70,7.45,8.88,-1.42,-0.12,6.88,0.57,
-0.1,0.5,-0.6,7.6,8.8,-1.2,-0.1,6.8,0.8,
-0.11,0.47,-0.58,7.55,8.73,-1.18,-0.10,6.73,0.82,
-0.16,0.54,-0.70,7.45,8.88,-1.42,-0.12,6.88,0.57,
-0.06,0.44,-0.50,7.65,8.67,-1.01,-0.09,6.67,0.98,
-0.16,0.47,-0.63,7.45,8.73,-1.27,-0.11,6.73,0.72,
-0.22,0.55,-0.77,7.34,8.90,-1.56,-0.13,6.90,0.44,
-0.27,0.64,-0.91,7.24,9.09,-1.85,-0.16,7.09,0.15,
-0.26,0.73,-0.99,7.26,9.28,-2.02,-0.17,7.28,-0.02,
-0.43,0.64,-1.07,6.92,9.09,-2.17,-0.18,7.09,-0.17,
-0.38,0.7,-1.08,7.02,9.2,-2.19887804914787,-0.184232520734619,7.2,-0.18,
-0.36,0.84,-1.20,7.06,9.51,-2.45,-0.21,7.51,-0.45,
-0.42,0.74,-1.16,6.94,9.30,-2.36,-0.20,7.30,-0.36,
-0.51,0.87,-1.38,6.76,9.57,-2.82,-0.23,7.57,-0.81,
-0.48,0.73,-1.21,6.82,9.28,-2.46,-0.21,7.28,-0.46,
-0.33,0.8,-1.13,7.12,9.4,-2.30993458919157,-0.193312605518077,7.4,-0.28,
-0.53,0.71,-1.24,6.72,9.24,-2.52,-0.21,7.24,-0.52,
-0.35,0.76,-1.11,7.08,9.34,-2.27,-0.19,7.34,-0.26,
-0.38,0.82,-1.20,7.02,9.47,-2.45,-0.20,7.47,-0.45,
-0.55,0.74,-1.29,6.68,9.30,-2.62,-0.22,7.30,-0.62,
-0.39,0.74,-1.13,7.00,9.30,-2.30,-0.19,7.30,-0.30,
-0.47,0.61,-1.08,6.84,9.03,-2.19,-0.18,7.03,-0.19,
-0.38,0.59,-0.97,7.02,8.98,-1.97,-0.17,6.98,0.04,
-0.33,0.67,-1.00,7.12,9.15,-2.04,-0.17,7.15,-0.03,
-0.3,0.51,-0.81,7.2,8.81,-1.63863893278346,-0.137985241760933,6.81,0.39,
-0.22,0.61,-0.83,7.34,9.03,-1.69,-0.14,7.03,0.31,
-0.3,0.6,-0.9,7.2,9.0,-1.8,-0.2,7.0,0.2,
-0.09,0.64,-0.73,7.59,9.09,-1.49,-0.13,7.09,0.50,
-0.19,0.52,-0.71,7.40,8.84,-1.44,-0.12,6.84,0.56,
-0.09,0.45,-0.54,7.59,8.69,-1.09,-0.09,6.69,0.90,
-0.14,0.56,-0.70,7.49,8.92,-1.42,-0.12,6.92,0.57,
-0.12,0.43,-0.55,7.53,8.65,-1.11,-0.09,6.65,0.88,
-0.15,0.56,-0.71,7.47,8.92,-1.44,-0.12,6.92,0.55,
-0.2,0.53,-0.73,7.4,8.86,-1.48124537150464,-0.12487608673034,6.86,0.54,
-0.25,0.65,-0.90,7.28,9.11,-1.83,-0.15,7.11,0.17,
-0.22,0.61,-0.83,7.34,9.03,-1.69,-0.14,7.03,0.31,
-0.34,0.55,-0.89,7.10,8.90,-1.80,-0.15,6.90,0.20,
-0.29,0.49,-0.78,7.20,8.77,-1.58,-0.13,6.77,0.43,
-0.41,0.63,-1.04,6.96,9.07,-2.11,-0.18,7.07,-0.11,
-0.39,0.64,-1.03,7.00,9.09,-2.09,-0.18,7.09,-0.09,
-0.35,0.59,-0.94,7.08,8.98,-1.91,-0.16,6.98,0.10,
-0.28,0.79,-1.07,7.22,9.40,-2.19,-0.18,7.40,-0.18,
-0.51,0.68,-1.19,6.76,9.17,-2.42,-0.20,7.17,-0.41,
-0.35,0.66,-1.01,7.08,9.13,-2.05,-0.17,7.13,-0.05,
-0.46,0.75,-1.21,6.86,9.32,-2.46,-0.21,7.32,-0.46,
-0.45,0.65,-1.10,6.88,9.11,-2.23,-0.19,7.11,-0.23,
-0.4,0.67,-1.07,7.0,9.15,-2.17553913542852,-0.182320344060197,7.15,-0.15,
-0.41,0.75,-1.16,6.96,9.32,-2.36,-0.20,7.32,-0.36,
-0.47,0.67,-1.14,6.84,9.15,-2.32,-0.19,7.15,-0.31,
-0.34,0.66,-1.00,7.10,9.13,-2.03,-0.17,7.13,-0.03,
-0.46,0.7,-1.16,6.86,9.2,-2.35852682184793,-0.197275513116256,7.2,-0.34,
-0.45,0.54,-0.99,6.88,8.88,-2.00,-0.17,6.88,0.00,
-0.3,0.7,-1.0,7.2,9.2,-2.0,-0.2,7.2,0.0,
-0.24,0.58,-0.82,7.30,8.96,-1.67,-0.14,6.96,0.34,
-0.25,0.62,-0.87,7.28,9.05,-1.77,-0.15,7.05,0.23,
-0.4,0.62,-1.02,7.0,9.05,-2.0701206239379,-0.173666691735338,7.05,-0.05,
-0.17,0.58,-0.75,7.44,8.96,-1.53,-0.13,6.96,0.48,
-0.15,0.56,-0.71,7.47,8.92,-1.44,-0.12,6.92,0.55,
-0.23,0.51,-0.74,7.32,8.81,-1.50,-0.13,6.81,0.51,
-0.23,0.59,-0.82,7.32,8.98,-1.67,-0.14,6.98,0.34,
-0.29,0.49,-0.78,7.20,8.77,-1.58,-0.13,6.77,0.43,
-0.19,0.52,-0.71,7.40,8.84,-1.44,-0.12,6.84,0.56,
-0.29,0.48,-0.77,7.20,8.75,-1.56,-0.13,6.75,0.45,
-0.19,0.62,-0.81,7.40,9.05,-1.65,-0.14,7.05,0.35,
-0.32,0.4,-0.72,7.14,8.6,-1.44663040067912,-0.121987082712664,6.6,0.54,
-0.23,0.49,-0.72,7.32,8.77,-1.46,-0.12,6.77,0.55,
-0.37,0.6,-0.97,7.04,9.0,-1.96808492957913,-0.165265618480813,7.0,0.04,
-0.26,0.59,-0.85,7.26,8.98,-1.73,-0.15,6.98,0.28,
-0.27,0.59,-0.86,7.24,8.98,-1.75,-0.15,6.98,0.26,
-0.33,0.6,-0.93,7.12,9.0,-1.8882605432291,-0.158676790909695,7.0,0.12,
-0.41,0.72,-1.13,6.96,9.26,-2.30,-0.19,7.26,-0.30,
-0.29,0.65,-0.94,7.20,9.11,-1.91,-0.16,7.11,0.09,
-0.41,0.71,-1.12,6.96,9.24,-2.28,-0.19,7.24,-0.28,
-0.41,0.73,-1.14,6.96,9.28,-2.32,-0.19,7.28,-0.32,
-0.48,0.7,-1.18,6.82,9.2,-2.39843901502295,-0.200525842157472,7.2,-0.38,
-0.41,0.64,-1.05,6.96,9.09,-2.13,-0.18,7.09,-0.13,
-0.48,0.73,-1.21,6.82,9.28,-2.46,-0.21,7.28,-0.46,
-0.44,0.75,-1.19,6.90,9.32,-2.42,-0.20,7.32,-0.42,
-0.38,0.68,-1.06,7.02,9.17,-2.16,-0.18,7.17,-0.15,
-0.31,0.55,-0.86,7.16,8.90,-1.74,-0.15,6.90,0.26,
-0.28,0.59,-0.87,7.22,8.98,-1.77,-0.15,6.98,0.24,
-0.26,0.59,-0.85,7.26,8.98,-1.73,-0.15,6.98,0.28,
-0.27,0.71,-0.98,7.24,9.24,-2.00,-0.17,7.24,0.00,
-0.36,0.49,-0.85,7.06,8.77,-1.72,-0.14,6.77,0.29,
-0.23,0.67,-0.90,7.32,9.15,-1.84,-0.15,7.15,0.17,
-0.19,0.64,-0.83,7.40,9.09,-1.69,-0.14,7.09,0.31,
-0.23,0.46,-0.69,7.32,8.71,-1.39,-0.12,6.71,0.61,
-0.3,0.58,-0.88,7.2,8.96,-1.78622484887033,-0.150234406359526,6.96,0.24,
-0.2,0.63,-0.83,7.4,9.07,-1.69208239448587,-0.142425891429394,7.07,0.33,
-0.16,0.64,-0.80,7.45,9.09,-1.63,-0.14,7.09,0.36,
-0.26,0.63,-0.89,7.26,9.07,-1.81,-0.15,7.07,0.19,
-0.35,0.72,-1.07,7.08,9.26,-2.18,-0.18,7.26,-0.18,
-0.14,0.54,-0.68,7.49,8.88,-1.38,-0.12,6.88,0.61,
-0.16,0.63,-0.79,7.45,9.07,-1.61,-0.14,7.07,0.38,
-0.36,0.87,-1.23,7.06,9.57,-2.52,-0.21,7.57,-0.51,
-0.27,0.64,-0.91,7.24,9.09,-1.85,-0.16,7.09,0.15,
-0.31,0.7,-1.01,7.16,9.2,-2.05918537303532,-0.172767503984684,7.2,-0.04,
-0.3,0.57,-0.87,7.2,8.94,-1.7651411465722,-0.148487216957101,6.94,0.26,
-0.37,0.6,-0.97,7.04,9.0,-1.96808492957913,-0.165265618480813,7.0,0.04,
-0.48,0.67,-1.15,6.82,9.15,-2.34,-0.20,7.15,-0.33,
-0.32,0.5,-0.82,7.14,8.8,-1.65746742366036,-0.139550346621382,6.8,0.34,
-0.33,0.46,-0.79,7.12,8.71,-1.59,-0.13,6.71,0.41,
-0.31,0.67,-0.98,7.16,9.15,-2.00,-0.17,7.15,0.01,
-0.35,0.67,-1.02,7.08,9.15,-2.08,-0.17,7.15,-0.07,
-0.44,0.59,-1.03,6.90,8.98,-2.09,-0.18,6.98,-0.08,
-0.44,0.69,-1.13,6.90,9.19,-2.30,-0.19,7.19,-0.29,
-0.48,0.63,-1.11,6.82,9.07,-2.25,-0.19,7.07,-0.25,
-0.27,0.78,-1.05,7.24,9.38,-2.15,-0.18,7.38,-0.14,
-0.4,0.6,-1.0,7.0,9.0,-2.0,-0.2,7.0,0.0,
-0.37,0.63,-1.00,7.04,9.07,-2.03,-0.17,7.07,-0.03,
-0.44,0.54,-0.98,6.90,8.88,-1.98,-0.17,6.88,0.02,
-0.32,0.61,-0.93,7.14,9.03,-1.89,-0.16,7.03,0.11,
-0.24,0.55,-0.79,7.30,8.90,-1.60,-0.14,6.90,0.40,
-0.15,0.49,-0.64,7.47,8.77,-1.30,-0.11,6.77,0.70,
-0.27,0.64,-0.91,7.24,9.09,-1.85,-0.16,7.09,0.15,
-0.33,0.51,-0.84,7.12,8.81,-1.70,-0.14,6.81,0.31,
-0.31,0.58,-0.89,7.16,8.96,-1.81,-0.15,6.96,0.20,
-0.4,0.59,-0.99,7.0,8.98,-2.00686951704353,-0.1684617743968,6.98,0.02,
-0.14,0.68,-0.82,7.49,9.17,-1.68,-0.14,7.17,0.32,
-0.09,0.61,-0.70,7.59,9.03,-1.43,-0.12,7.03,0.56,
-0.32,0.56,-0.88,7.14,8.92,-1.78,-0.15,6.92,0.22,
-0.27,0.57,-0.84,7.24,8.94,-1.71,-0.14,6.94,0.30,
-0.16,0.62,-0.78,7.45,9.05,-1.59,-0.13,7.05,0.40,
-0.25,0.48,-0.73,7.28,8.75,-1.48,-0.12,6.75,0.53,
-0.38,0.65,-1.03,7.02,9.11,-2.09,-0.18,7.11,-0.09,
-0.26,0.77,-1.03,7.26,9.36,-2.11,-0.18,7.36,-0.10,
-0.31,0.49,-0.80,7.16,8.77,-1.62,-0.14,6.77,0.39,
-0.34,0.52,-0.86,7.10,8.84,-1.74,-0.15,6.84,0.26,
-0.34,0.6,-0.94,7.10,9.0,-1.9082166398166,-0.160325323773812,7.0,0.1,
-0.33,0.66,-0.99,7.12,9.13,-2.01,-0.17,7.13,-0.01,
-0.16,0.66,-0.82,7.45,9.13,-1.68,-0.14,7.13,0.32,
-0.3,0.61,-0.91,7.2,9.03,-1.8494759557647,-0.155470392723574,7.03,0.17,
-0.37,0.68,-1.05,7.04,9.17,-2.14,-0.18,7.17,-0.13,
-0.37,0.85,-1.22,7.04,9.53,-2.50,-0.21,7.53,-0.49,
-0.35,0.67,-1.02,7.08,9.15,-2.08,-0.17,7.15,-0.07,
-0.31,0.61,-0.92,7.16,9.03,-1.87,-0.16,7.03,0.13,
-0.24,0.61,-0.85,7.30,9.03,-1.73,-0.15,7.03,0.27,
-0.36,0.76,-1.12,7.06,9.34,-2.29,-0.19,7.34,-0.28,
-0.35,0.51,-0.86,7.08,8.81,-1.74,-0.15,6.81,0.27,
-0.43,0.8,-1.23,6.92,9.4,-2.50949555506664,-0.209547195573912,7.4,-0.48,
-0.29,0.7,-0.99,7.20,9.2,-2.01927317986031,-0.16948320436911,7.2,0,
-0.27,0.78,-1.05,7.24,9.38,-2.15,-0.18,7.38,-0.14,
-0.24,0.56,-0.80,7.30,8.92,-1.62,-0.14,6.92,0.38,
-0.29,0.6,-0.89,7.20,9.0,-1.80843615687907,-0.152074040215875,7.0,0.2,
-0.3,0.62,-0.92,7.2,9.05,-1.87055965806282,-0.157213827977136,7.05,0.15,
-0.24,0.69,-0.93,7.30,9.19,-1.90,-0.16,7.19,0.11,
-0.29,0.56,-0.85,7.20,8.92,-1.72,-0.15,6.92,0.28,
-0.28,0.62,-0.90,7.22,9.05,-1.83,-0.15,7.05,0.17,
-0.27,0.59,-0.86,7.24,8.98,-1.75,-0.15,6.98,0.26,
-0.23,0.59,-0.82,7.32,8.98,-1.67,-0.14,6.98,0.34,
-0.28,0.69,-0.97,7.22,9.19,-1.98,-0.17,7.19,0.03,
-0.21,0.68,-0.89,7.36,9.17,-1.82,-0.15,7.17,0.19,
-0.21,0.55,-0.76,7.36,8.90,-1.54,-0.13,6.90,0.46,
-0.28,0.52,-0.80,7.22,8.84,-1.62,-0.14,6.84,0.38,
-0.21,0.71,-0.92,7.36,9.24,-1.88,-0.16,7.24,0.12,
-0.28,0.57,-0.85,7.22,8.94,-1.73,-0.15,6.94,0.28,
-0.28,0.59,-0.87,7.22,8.98,-1.77,-0.15,6.98,0.24,
-0.27,0.64,-0.91,7.24,9.09,-1.85,-0.16,7.09,0.15,
-0.34,0.76,-1.10,7.10,9.34,-2.25,-0.19,7.34,-0.24,
-0.39,0.71,-1.10,7.00,9.24,-2.24,-0.19,7.24,-0.24,
-0.26,0.59,-0.85,7.26,8.98,-1.73,-0.15,6.98,0.28,
-0.41,0.74,-1.15,6.96,9.30,-2.34,-0.20,7.30,-0.34,
-0.32,0.65,-0.97,7.14,9.11,-1.97,-0.17,7.11,0.03,
-0.35,0.67,-1.02,7.08,9.15,-2.08,-0.17,7.15,-0.07,
-0.3,0.63,-0.93,7.2,9.07,-1.89164336036094,-0.1589563000877,7.07,0.13,
-0.4,0.65,-1.05,7.0,9.11,-2.13337173083227,-0.178862121066702,7.11,-0.11,
-0.34,0.65,-0.99,7.10,9.11,-2.01,-0.17,7.11,-0.01,
-0.33,0.59,-0.92,7.12,8.98,-1.87,-0.16,6.98,0.14,
-0.29,0.66,-0.95,7.20,9.13,-1.93,-0.16,7.13,0.07,
-0.35,0.56,-0.91,7.08,8.92,-1.84,-0.16,6.92,0.16,
-0.32,0.62,-0.94,7.14,9.05,-1.91,-0.16,7.05,0.09,
-0.35,0.57,-0.92,7.08,8.94,-1.86,-0.16,6.94,0.14,
-0.36,0.59,-0.95,7.06,8.98,-1.93,-0.16,6.98,0.08,
-0.34,0.63,-0.97,7.10,9.07,-1.97,-0.17,7.07,0.03,
-0.25,0.54,-0.79,7.28,8.88,-1.60,-0.13,6.88,0.40,
-0.39,0.49,-0.88,7.00,8.77,-1.78,-0.15,6.77,0.23,
-0.33,0.67,-1.00,7.12,9.15,-2.04,-0.17,7.15,-0.03,
-0.3,0.59,-0.89,7.2,8.98,-1.80730855116845,-0.151980672055487,6.98,0.22,
-0.26,0.58,-0.84,7.26,8.96,-1.71,-0.14,6.96,0.30,
-0.32,0.64,-0.96,7.14,9.09,-1.95,-0.16,7.09,0.05,
-0.3,0.66,-0.96,7.2,9.13,-1.95489446725531,-0.164177839991328,7.13,0.07,
-0.3,0.59,-0.89,7.2,8.98,-1.80730855116845,-0.151980672055487,6.98,0.22,
-0.16,0.65,-0.81,7.45,9.11,-1.65,-0.14,7.11,0.34,
-0.34,0.76,-1.10,7.10,9.34,-2.25,-0.19,7.34,-0.24,
-0.4,0.42,-0.82,7.0,8.62,-1.64844657797543,-0.138800580651214,6.62,0.38,
-0.23,0.62,-0.85,7.32,9.05,-1.73,-0.15,7.05,0.27,
-0.31,0.61,-0.92,7.16,9.03,-1.87,-0.16,7.03,0.13,
-0.43,0.68,-1.11,6.92,9.17,-2.26,-0.19,7.17,-0.25,
-0.52,0.65,-1.17,6.74,9.11,-2.37,-0.20,7.11,-0.37,
-0.21,0.43,-0.64,7.36,8.65,-1.29,-0.11,6.65,0.71,
